성동구,서울숲 바닥분수,4.0,https://lh5.googleusercontent.com/p/AF1QipMCNqrTJ4TxJu4BDu2rlla98K0VJgmPFQYkOYPK=w408-h306-k-no,서울특별시 성수동1가 언더스탠드애비뉴, 별표 5개 ,참 이뻐요~
성동구,응봉산 팔각정,4.6,https://lh5.googleusercontent.com/p/AF1QipO-IC4XFE1UiWKwAGPXE3GZ9EIg6IOWts3fOpD7=w408-h306-k-no,서울특별시 성동구 응봉동 267-1, 별표 4개 ,해마다 4월초쯤 서울에서 가장이쁜 개나리를 볼수있는곳또한 이곳 팔각정서 바라보는 성수대교의 야경도 이쁘다는..
성동구,응봉산 팔각정,4.6,https://lh5.googleusercontent.com/p/AF1QipO-IC4XFE1UiWKwAGPXE3GZ9EIg6IOWts3fOpD7=w408-h306-k-no,서울특별시 성동구 응봉동 267-1, 별표 5개 ,응봉산의 봄정말 기분 좋아집니다…
성동구,응봉산 팔각정,4.6,https://lh5.googleusercontent.com/p/AF1QipO-IC4XFE1UiWKwAGPXE3GZ9EIg6IOWts3fOpD7=w408-h306-k-no,서울특별시 성동구 응봉동 267-1, 별표 4개 ,차로오기엔 좀 빡센곳각오하고 오셔야 합니다뷰맛집이긴 함
성동구,응봉산 팔각정,4.6,https://lh5.googleusercontent.com/p/AF1QipO-IC4XFE1UiWKwAGPXE3GZ9EIg6IOWts3fOpD7=w408-h306-k-no,서울특별시 성동구 응봉동 267-1, 별표 5개 ,제가 본 야경중에 베스트였어요 진짜 강추차타고 정상까지 가실수 있습니다. 다만 정상에 주차공간이 조금 협소해요. 야경은 정말 좋습니다. 팔각정도 밤에 조명받으면 멋져요
성동구,응봉산 팔각정,4.6,https://lh5.googleusercontent.com/p/AF1QipO-IC4XFE1UiWKwAGPXE3GZ9EIg6IOWts3fOpD7=w408-h306-k-no,서울특별시 성동구 응봉동 267-1, 별표 5개 ,배산임수의 멋진 곳입니다오시는 동네 분들도 점잖으시고 좋으신 분들 같아요
성동구,응봉산 팔각정,4.6,https://lh5.googleusercontent.com/p/AF1QipO-IC4XFE1UiWKwAGPXE3GZ9EIg6IOWts3fOpD7=w408-h306-k-no,서울특별시 성동구 응봉동 267-1, 별표 4개 ,블로그에서 서울 야경을 제대로 볼 수 있다고 해서 네비 찍고 가면서도 긴가민가 엄청 고민했던 곳인데 결과는 대 만족주차장소는 팔각정 가는길말고 따로 주차장이 있다고 하는데 거기는 너무 멀고 다들 가는길 양옆으로 주차를 하는것 같다…
성동구,응봉산 팔각정,4.6,https://lh5.googleusercontent.com/p/AF1QipO-IC4XFE1UiWKwAGPXE3GZ9EIg6IOWts3fOpD7=w408-h306-k-no,서울특별시 성동구 응봉동 267-1, 별표 4개 ,너무 높지 않아서 운동하기 좋고 경치 구경하기 좋은 곳이예요~낮에 보다 저녁에 사람이 더 많더라구요추석이라 달보러 왔는지도 모르지만요~…
성동구,응봉산 팔각정,4.6,https://lh5.googleusercontent.com/p/AF1QipO-IC4XFE1UiWKwAGPXE3GZ9EIg6IOWts3fOpD7=w408-h306-k-no,서울특별시 성동구 응봉동 267-1, 별표 4개 ,한강과 강남이 한눈에 보임
성동구,응봉산 팔각정,4.6,https://lh5.googleusercontent.com/p/AF1QipO-IC4XFE1UiWKwAGPXE3GZ9EIg6IOWts3fOpD7=w408-h306-k-no,서울특별시 성동구 응봉동 267-1, 별표 5개 ,풍경과 사진이 너무 아름답고 예쁩니다
성동구,응봉산 팔각정,4.6,https://lh5.googleusercontent.com/p/AF1QipO-IC4XFE1UiWKwAGPXE3GZ9EIg6IOWts3fOpD7=w408-h306-k-no,서울특별시 성동구 응봉동 267-1, 별표 5개 ,서울의 이런 야경 스팟이 남아있다는 곳이 놀랍습니다. 간단히 산책으로 가기에도 너무 좋은 것 같습니다.
성동구,응봉산 팔각정,4.6,https://lh5.googleusercontent.com/p/AF1QipO-IC4XFE1UiWKwAGPXE3GZ9EIg6IOWts3fOpD7=w408-h306-k-no,서울특별시 성동구 응봉동 267-1, 별표 5개 ,야경은 너무너무 멋있어요그런데 주차가 문제가 되네요될수있으면 걸어서 올라가는게 제일 좋아요
성동구,응봉산 팔각정,4.6,https://lh5.googleusercontent.com/p/AF1QipO-IC4XFE1UiWKwAGPXE3GZ9EIg6IOWts3fOpD7=w408-h306-k-no,서울특별시 성동구 응봉동 267-1, 별표 4개 ,서울에서 꼭 가봐야 할 곳은 아니지만 나름 운치가 있다중랑천과 한강을 연결하는 지점에 딱 있기때문에 전반적인 한강조경을 볼 수 있다.…
성동구,응봉산 팔각정,4.6,https://lh5.googleusercontent.com/p/AF1QipO-IC4XFE1UiWKwAGPXE3GZ9EIg6IOWts3fOpD7=w408-h306-k-no,서울특별시 성동구 응봉동 267-1, 별표 4개 ,아름다운 노을과 멋진 서울야경을 볼수있는곳
성동구,응봉산 팔각정,4.6,https://lh5.googleusercontent.com/p/AF1QipO-IC4XFE1UiWKwAGPXE3GZ9EIg6IOWts3fOpD7=w408-h306-k-no,서울특별시 성동구 응봉동 267-1, 별표 5개 ,경치가아름답아서산책하기좋은곳
성동구,응봉산 팔각정,4.6,https://lh5.googleusercontent.com/p/AF1QipO-IC4XFE1UiWKwAGPXE3GZ9EIg6IOWts3fOpD7=w408-h306-k-no,서울특별시 성동구 응봉동 267-1, 별표 4개 ,서울을 한 번에 볼 수 있고 밤에 가면 더 보기좋은 구경할 수 있음 하지만 차를 타고 올라가야되는데 주차할 수 있는 곳이 협소해서 올라가고 내려가기 힘든 곳... 올라오는 차는 많고 내려가는 차는 없으니 위에서는 난리남
성동구,응봉산 팔각정,4.6,https://lh5.googleusercontent.com/p/AF1QipO-IC4XFE1UiWKwAGPXE3GZ9EIg6IOWts3fOpD7=w408-h306-k-no,서울특별시 성동구 응봉동 267-1, 별표 5개 ,응봉산공원에서  바라본 한강과 강남빌딩숲 넘 멋지고 이뻐요
성동구,응봉산 팔각정,4.6,https://lh5.googleusercontent.com/p/AF1QipO-IC4XFE1UiWKwAGPXE3GZ9EIg6IOWts3fOpD7=w408-h306-k-no,서울특별시 성동구 응봉동 267-1, 별표 4개 ,나무들 가지치기를 좀 해줬으면 좋겠다
성동구,응봉산 팔각정,4.6,https://lh5.googleusercontent.com/p/AF1QipO-IC4XFE1UiWKwAGPXE3GZ9EIg6IOWts3fOpD7=w408-h306-k-no,서울특별시 성동구 응봉동 267-1, 별표 5개 ,서울의 가장 유명한 개나리산 바위산이곳 응봉산 정상은 서울의 우수조망명소로한강 주변의 야경을 보기에 최고입니다.
성동구,응봉산 팔각정,4.6,https://lh5.googleusercontent.com/p/AF1QipO-IC4XFE1UiWKwAGPXE3GZ9EIg6IOWts3fOpD7=w408-h306-k-no,서울특별시 성동구 응봉동 267-1, 별표 5개 ,"응봉산 공원을 친구 4명이서 방문했습니다.1. 차끌고가기 너무 어렵습니다. 진짜 차가 들어가기에 경사가 높은길인데 어디서 드라이브 코스라고 잘못 퍼트렸는지 기존에 사는사람, 나가는사람, 들어오는 사람으로 아수라 장입니다. 차는 주변 공용주차장에 맡기시고 걸어올라오시는 거 추천드립니다.…"
성동구,응봉산 팔각정,4.6,https://lh5.googleusercontent.com/p/AF1QipO-IC4XFE1UiWKwAGPXE3GZ9EIg6IOWts3fOpD7=w408-h306-k-no,서울특별시 성동구 응봉동 267-1, 별표 4개 ,지금 같은 때 산책하고 콧바람 쐬기 굿.
성동구,응봉산 팔각정,4.6,https://lh5.googleusercontent.com/p/AF1QipO-IC4XFE1UiWKwAGPXE3GZ9EIg6IOWts3fOpD7=w408-h306-k-no,서울특별시 성동구 응봉동 267-1, 별표 5개 ,야경이 너무나도 아름다워요...정상으로 가는길이 여러길인데 가로등이 없는곳도 있어요...
성동구,응봉산 팔각정,4.6,https://lh5.googleusercontent.com/p/AF1QipO-IC4XFE1UiWKwAGPXE3GZ9EIg6IOWts3fOpD7=w408-h306-k-no,서울특별시 성동구 응봉동 267-1, 별표 4개 ,"야경은 최고.차로 근처까지 올라올수는 있으나 운전 잘하시는분만 도전하시길..양쪽으로 주차되있는차들과 가파른 경사,마주오는 차들로 고생할수있어요!차체를 낮춘 차량들은 특히 내리막길  주의!"
성동구,응봉산 팔각정,4.6,https://lh5.googleusercontent.com/p/AF1QipO-IC4XFE1UiWKwAGPXE3GZ9EIg6IOWts3fOpD7=w408-h306-k-no,서울특별시 성동구 응봉동 267-1, 별표 5개 ,간단히 운동하기에도 좋고 야경도 볼만 합니다 데이트 하기도 좋고요
성동구,응봉산 팔각정,4.6,https://lh5.googleusercontent.com/p/AF1QipO-IC4XFE1UiWKwAGPXE3GZ9EIg6IOWts3fOpD7=w408-h306-k-no,서울특별시 성동구 응봉동 267-1, 별표 5개 ,일상 속 잠깐의 산책
성동구,응봉산 팔각정,4.6,https://lh5.googleusercontent.com/p/AF1QipO-IC4XFE1UiWKwAGPXE3GZ9EIg6IOWts3fOpD7=w408-h306-k-no,서울특별시 성동구 응봉동 267-1, 별표 5개 ,경치좋고 시원한바람이 온몸에 불어와 이제는 가을이구나 하는생각이드네요
성동구,응봉산 팔각정,4.6,https://lh5.googleusercontent.com/p/AF1QipO-IC4XFE1UiWKwAGPXE3GZ9EIg6IOWts3fOpD7=w408-h306-k-no,서울특별시 성동구 응봉동 267-1, 별표 5개 ,낮은 산이지만 전망이 좋아요^^
성동구,응봉산 팔각정,4.6,https://lh5.googleusercontent.com/p/AF1QipO-IC4XFE1UiWKwAGPXE3GZ9EIg6IOWts3fOpD7=w408-h306-k-no,서울특별시 성동구 응봉동 267-1, 별표 5개 ,서울 최고위 전망
성동구,응봉산 팔각정,4.6,https://lh5.googleusercontent.com/p/AF1QipO-IC4XFE1UiWKwAGPXE3GZ9EIg6IOWts3fOpD7=w408-h306-k-no,서울특별시 성동구 응봉동 267-1, 별표 4개 ,야경 맛집입니다
성동구,응봉산 팔각정,4.6,https://lh5.googleusercontent.com/p/AF1QipO-IC4XFE1UiWKwAGPXE3GZ9EIg6IOWts3fOpD7=w408-h306-k-no,서울특별시 성동구 응봉동 267-1, 별표 4개 ,전망이 진짜 예쁨. 한강쪽 뷰는 그래도 보이는 편이나반대쪽은 나무에 가려서 잘 안보임. 산이 높지도 않아 밤에 야경볼겸 혹은 운동갈겸 가기에 좋은 코스임.
성동구,응봉산 팔각정,4.6,https://lh5.googleusercontent.com/p/AF1QipO-IC4XFE1UiWKwAGPXE3GZ9EIg6IOWts3fOpD7=w408-h306-k-no,서울특별시 성동구 응봉동 267-1, 별표 4개 ,산책하고 가벼운 운동 사진찍기 좋아요
성동구,응봉산 팔각정,4.6,https://lh5.googleusercontent.com/p/AF1QipO-IC4XFE1UiWKwAGPXE3GZ9EIg6IOWts3fOpD7=w408-h306-k-no,서울특별시 성동구 응봉동 267-1, 별표 4개 ,새벽에 가니까 야경찍기 넘 좋았다모기땜에 별하나 뺌
성동구,응봉산 팔각정,4.6,https://lh5.googleusercontent.com/p/AF1QipO-IC4XFE1UiWKwAGPXE3GZ9EIg6IOWts3fOpD7=w408-h306-k-no,서울특별시 성동구 응봉동 267-1, 별표 5개 ,서울이 가장 많이 보이는 곳 중 하나.
성동구,응봉산 팔각정,4.6,https://lh5.googleusercontent.com/p/AF1QipO-IC4XFE1UiWKwAGPXE3GZ9EIg6IOWts3fOpD7=w408-h306-k-no,서울특별시 성동구 응봉동 267-1, 별표 3개 ,한강변에서 가장 속시원한 강줄기를 볼 수 있는 곳임.  차로 정상 근처까지 오를 수 있고  계단 5분정도 올라가면되는데 행사 있을 때는  정상 까지도 올라갈 수 있슴. 장애가 있는 분들은 힘들겠으나 일반인은 난이도 1정도임.
성동구,응봉산 팔각정,4.6,https://lh5.googleusercontent.com/p/AF1QipO-IC4XFE1UiWKwAGPXE3GZ9EIg6IOWts3fOpD7=w408-h306-k-no,서울특별시 성동구 응봉동 267-1, 별표 5개 ,성동구 응봉산 전철 중앙선 응봉역에서 올라감.작은 동산 형태로 한강조망좋고  야경도 멋짐.한강 자전거길에서도 올라가기  좋음.매년 개나리축제 시행
성동구,응봉산 팔각정,4.6,https://lh5.googleusercontent.com/p/AF1QipO-IC4XFE1UiWKwAGPXE3GZ9EIg6IOWts3fOpD7=w408-h306-k-no,서울특별시 성동구 응봉동 267-1, 별표 5개 ,이야 리뷰쓰러왔다가 사진 구경하고 갑니다..팔각정 근처까지 차타고 올라오면 주차까진 어떻게 되겠지만 도로 양옆에 차들 주차되어 있어서 차 돌려서 나오기 어려움. 가급적 아래 주차하고 올라오는게 좋음. 사실 주차장 못 찾아서 끝까지 올라옴.
성동구,응봉산 팔각정,4.6,https://lh5.googleusercontent.com/p/AF1QipO-IC4XFE1UiWKwAGPXE3GZ9EIg6IOWts3fOpD7=w408-h306-k-no,서울특별시 성동구 응봉동 267-1, 별표 4개 ,높지 않을 뿐더러 산책개념으로 가볍게 방문할 수 있으나 뜻하지 않은 전망에 만족도가 높은 곳. 개나리가 온 사방에 펼쳐진 동산으로(98m) 봄엔 필수로 방문하길 권함.응봉동현대아파트 앞 버스정류소를 이용하면 쉽게 정상까지 도달할 수 있다.한강의 아름다움을 충분히 즐길 수 있는 공간
성동구,응봉산 팔각정,4.6,https://lh5.googleusercontent.com/p/AF1QipO-IC4XFE1UiWKwAGPXE3GZ9EIg6IOWts3fOpD7=w408-h306-k-no,서울특별시 성동구 응봉동 267-1, 별표 4개 ,봄이면 온통 개나리로 가득합니다. 응봉역보다 옥수역에서 출발하는 편이 길도 예쁘고 더 편합니다. 이 주변 야경을 볼 수 있는 곳 중에 가장 접근성이 좋습니다. 팔각정 근처는 벤치가 많이 없어서 앉지 못할 수도 있습니다.
성동구,응봉산 팔각정,4.6,https://lh5.googleusercontent.com/p/AF1QipO-IC4XFE1UiWKwAGPXE3GZ9EIg6IOWts3fOpD7=w408-h306-k-no,서울특별시 성동구 응봉동 267-1, 별표 5개 ,"이런 멋진 야경을 서울에서, 이렇게 쉽게 볼 수 있다는 게 축복인 듯 싶네요. 정상 주차 시 뷰포인트까지 도보 3분입니다. 여성분 킬힐 신으셔도 등반 가능"
성동구,응봉산 팔각정,4.6,https://lh5.googleusercontent.com/p/AF1QipO-IC4XFE1UiWKwAGPXE3GZ9EIg6IOWts3fOpD7=w408-h306-k-no,서울특별시 성동구 응봉동 267-1, 별표 5개 ,저녁에 치맥먹기 좋은곳
성동구,응봉산 팔각정,4.6,https://lh5.googleusercontent.com/p/AF1QipO-IC4XFE1UiWKwAGPXE3GZ9EIg6IOWts3fOpD7=w408-h306-k-no,서울특별시 성동구 응봉동 267-1, 별표 5개 ,뜻밖의 야경 데이트😊
성동구,응봉산 팔각정,4.6,https://lh5.googleusercontent.com/p/AF1QipO-IC4XFE1UiWKwAGPXE3GZ9EIg6IOWts3fOpD7=w408-h306-k-no,서울특별시 성동구 응봉동 267-1, 별표 5개 ,20-30분에 오르는 탁트인 최고의 뷰
성동구,응봉산 팔각정,4.6,https://lh5.googleusercontent.com/p/AF1QipO-IC4XFE1UiWKwAGPXE3GZ9EIg6IOWts3fOpD7=w408-h306-k-no,서울특별시 성동구 응봉동 267-1, 별표 5개 ,서울의 아름다운 경치를 감상할 수 있습니다.
성동구,응봉산 팔각정,4.6,https://lh5.googleusercontent.com/p/AF1QipO-IC4XFE1UiWKwAGPXE3GZ9EIg6IOWts3fOpD7=w408-h306-k-no,서울특별시 성동구 응봉동 267-1, 별표 5개 ,두 마디로 끝납니다야경 맛집야경 미쳤습니다... 진짜
성동구,응봉산 팔각정,4.6,https://lh5.googleusercontent.com/p/AF1QipO-IC4XFE1UiWKwAGPXE3GZ9EIg6IOWts3fOpD7=w408-h306-k-no,서울특별시 성동구 응봉동 267-1, 별표 4개 ,성수대교나 동호대교를 내려다보는 전경이 멋진장소입니다.
성동구,응봉산 팔각정,4.6,https://lh5.googleusercontent.com/p/AF1QipO-IC4XFE1UiWKwAGPXE3GZ9EIg6IOWts3fOpD7=w408-h306-k-no,서울특별시 성동구 응봉동 267-1, 별표 2개 ,올라가는 길목이 너무 좁고 주차는 길에 대충해야합니다
성동구,응봉산 팔각정,4.6,https://lh5.googleusercontent.com/p/AF1QipO-IC4XFE1UiWKwAGPXE3GZ9EIg6IOWts3fOpD7=w408-h306-k-no,서울특별시 성동구 응봉동 267-1, 별표 4개 ,한가한 아직 춥지않은 응봉산 팔각정 서울 야경 강추
성동구,응봉산 팔각정,4.6,https://lh5.googleusercontent.com/p/AF1QipO-IC4XFE1UiWKwAGPXE3GZ9EIg6IOWts3fOpD7=w408-h306-k-no,서울특별시 성동구 응봉동 267-1, 별표 5개 ,등산로 계단 일부 보수공사중이네요. 야경은 역시 여기가 최고네요.
성동구,응봉산 팔각정,4.6,https://lh5.googleusercontent.com/p/AF1QipO-IC4XFE1UiWKwAGPXE3GZ9EIg6IOWts3fOpD7=w408-h306-k-no,서울특별시 성동구 응봉동 267-1, 별표 5개 ,10분 정도 올라가면 서울의 멋진 야경을 감상할 수 있습니다.
성동구,응봉산 팔각정,4.6,https://lh5.googleusercontent.com/p/AF1QipO-IC4XFE1UiWKwAGPXE3GZ9EIg6IOWts3fOpD7=w408-h306-k-no,서울특별시 성동구 응봉동 267-1, 별표 5개 ,뷰가 좋다.
성동구,응봉산 팔각정,4.6,https://lh5.googleusercontent.com/p/AF1QipO-IC4XFE1UiWKwAGPXE3GZ9EIg6IOWts3fOpD7=w408-h306-k-no,서울특별시 성동구 응봉동 267-1, 별표 5개 ,선선한 가을저녁 야경보며 힐링하기 좋아요. 단 올라가는 도로가 좁고 바로 옆이 민가여서 정체가 심하고 민폐우려가 있으니 참고하시길
성동구,응봉산 팔각정,4.6,https://lh5.googleusercontent.com/p/AF1QipO-IC4XFE1UiWKwAGPXE3GZ9EIg6IOWts3fOpD7=w408-h306-k-no,서울특별시 성동구 응봉동 267-1, 별표 5개 ,개나리도 이쁘고... 밤에는 산책로에 불 들어와서 더 이뻐요.. 서율 야경 및 석양이 끝내주는 곳이에요..
성동구,응봉산 팔각정,4.6,https://lh5.googleusercontent.com/p/AF1QipO-IC4XFE1UiWKwAGPXE3GZ9EIg6IOWts3fOpD7=w408-h306-k-no,서울특별시 성동구 응봉동 267-1, 별표 5개 ,야경  정말 최고로 예뻤다시원한 정자에서 밤의 멋을 감상한다는건 선물이다
성동구,응봉산 팔각정,4.6,https://lh5.googleusercontent.com/p/AF1QipO-IC4XFE1UiWKwAGPXE3GZ9EIg6IOWts3fOpD7=w408-h306-k-no,서울특별시 성동구 응봉동 267-1, 별표 5개 ,전망이 아주 좋다...
성동구,응봉산 팔각정,4.6,https://lh5.googleusercontent.com/p/AF1QipO-IC4XFE1UiWKwAGPXE3GZ9EIg6IOWts3fOpD7=w408-h306-k-no,서울특별시 성동구 응봉동 267-1, 별표 5개 ,야경 굳.. 차량으로 접근할 수  있는 주차장 아쉽
성동구,응봉산 팔각정,4.6,https://lh5.googleusercontent.com/p/AF1QipO-IC4XFE1UiWKwAGPXE3GZ9EIg6IOWts3fOpD7=w408-h306-k-no,서울특별시 성동구 응봉동 267-1, 별표 4개 ,간단히 산책겸 올라가기 좋아요
성동구,응봉산 팔각정,4.6,https://lh5.googleusercontent.com/p/AF1QipO-IC4XFE1UiWKwAGPXE3GZ9EIg6IOWts3fOpD7=w408-h306-k-no,서울특별시 성동구 응봉동 267-1, 별표 4개 ,개나리동산 응봉산. 바위산과 개나리꽃이 어우러져 최고의 풍경을 보여준다.
성동구,응봉산 팔각정,4.6,https://lh5.googleusercontent.com/p/AF1QipO-IC4XFE1UiWKwAGPXE3GZ9EIg6IOWts3fOpD7=w408-h306-k-no,서울특별시 성동구 응봉동 267-1, 별표 5개 ,"봄에 개나리 축제할 때 쯤 오면 괜찮습니다.개나리 축제 때는 차량 통제합니다.팔각정에서 서울을 사방팔방 둘러볼 수 있는데, 관악산과 남산이 보여서 좋네요! 제2롯데월드는 덤~"
성동구,응봉산 팔각정,4.6,https://lh5.googleusercontent.com/p/AF1QipO-IC4XFE1UiWKwAGPXE3GZ9EIg6IOWts3fOpD7=w408-h306-k-no,서울특별시 성동구 응봉동 267-1, 별표 5개 ,"모기 핵많음;; 알러지 반응 강하신 분들은 주의하셈영차갖구 오신분들은, 거주민들 주무시게 조용히,그리고 안전한 운행, 주차 바랍니다 ^^;;렌트카 타고 오셔서 좀 험허게들 모시던디...;;"
성동구,응봉산 팔각정,4.6,https://lh5.googleusercontent.com/p/AF1QipO-IC4XFE1UiWKwAGPXE3GZ9EIg6IOWts3fOpD7=w408-h306-k-no,서울특별시 성동구 응봉동 267-1, 별표 5개 ,야경 좋아요
